millis,Ngon_1,Ngon_2,Ngon_3,Ngon_4,Ngon_5,X,Y,Z,mlabel
157703,188,219,313,499,355,-6.28,-5.73,-2.63,3
157803,203,219,313,504,361,-6.79,-5.73,-2.86,3
157903,211,203,308,504,365,-7.26,-5.1,-3.22,3
158003,212,218,289,502,367,-8.39,-4.94,-3.37,3
158103,212,218,304,497,369,-7.92,-5.22,-3.37,3
158203,209,219,296,495,364,-6.63,-4.63,-2.9,3
158303,191,218,261,454,330,-6.9,-6.35,-2.2,3
158403,178,218,227,373,267,-8.12,-6.63,-0.78,3
158503,172,203,180,313,243,-7.73,-6.2,-0.59,0
158603,170,214,159,291,226,-7.65,-6.24,-1.06,0
158703,168,210,153,280,204,-7.61,-5.26,-1.18,0
158803,167,208,151,277,212,-7.92,-4.67,-0.08,0
158903,167,208,137,276,212,-8.94,-4.94,0.04,0
159003,167,207,151,275,212,-9.1,-4.63,0.39,0
159104,166,207,151,275,212,-8.87,-4.67,-0.16,0
159203,166,207,151,275,212,-9.06,-4.71,-0.16,0
159303,169,208,161,287,218,-8.94,-4.9,-0.55,0
159404,171,218,218,366,247,-8.79,-5.18,0.16,0
159503,177,220,270,428,277,-8.2,-5.61,-0.47,3
159603,174,220,294,459,306,-7.88,-6.28,-0.47,3
159803,195,218,307,499,343,-6.16,-5.77,-2.28,3
159903,204,222,310,508,354,-7.41,-5.18,-2.79,3
160003,208,227,280,504,362,-8.67,-4.86,-3.45,3
160103,210,229,305,500,371,-8.28,-5.37,-3.18,3
160203,209,230,306,497,367,-7.26,-5.84,-3.02,3
160303,209,231,304,467,366,-6.83,-5.69,-2.71,3
160403,207,232,298,492,364,-6.94,-5.41,-2.71,3
160503,196,226,289,471,337,-7.14,-5.96,-2.67,3
160603,181,221,239,398,276,-8.08,-6.35,-2.31,3
160703,175,219,189,331,249,-7.57,-6,-1.73,0
160803,173,210,162,299,226,-7.53,-5.65,-2.08,0
160903,171,208,157,289,220,-7.96,-5.57,-1.53,0
161003,169,209,154,284,216,-9.22,-4.82,-0.51,0
161103,169,204,154,283,216,-10.28,-4.79,0,0
161203,169,208,154,284,216,-8.63,-4.59,-0.82,0
161303,169,208,152,285,215,-8.75,-4.04,-0.51,0
161403,171,204,156,283,218,-8.87,-4.67,-0.39,0
161503,167,207,156,282,218,-8.47,-4.59,-0.75,0
161603,171,209,153,287,219,-8.67,-4.16,-0.82,0
161703,170,208,156,286,219,-8.94,-4.31,-0.86,0
161803,167,207,157,287,220,-8.98,-4.47,-1.02,0
161903,170,210,156,288,220,-9.06,-4.16,-1.14,0
162003,168,209,157,288,221,-9.14,-4.28,-0.98,0
162103,164,208,157,283,221,-8.63,-3.96,-1.06,0
162203,168,209,158,290,221,-9.1,-4.31,-0.98,0
162304,170,208,143,290,222,-9.45,-3.84,-1.73,0
162403,170,208,159,290,223,-9.14,-3.22,-1.88,0
162503,168,210,158,291,222,-8.39,-3.8,-1.88,0
162604,184,210,159,291,223,-8.43,-3.73,-1.61,0
162703,127,208,160,291,222,-9.41,-3.65,-2.16,0
162803,177,209,159,278,223,-8.59,-3.73,-2.24,0
163003,182,209,161,295,224,-9.1,-4,-1.84,0
163103,182,209,161,294,225,-8.24,-4.16,-2,0
163203,176,209,161,295,225,-8.9,-3.77,-2.35,0
163303,174,208,162,296,227,-8.71,-3.84,-2.08,0
163403,173,210,163,299,227,-9.22,-3.88,-1.73,0
163503,173,209,164,298,227,-8.59,-4.12,-1.61,0
163603,173,210,164,299,227,-8.79,-4.51,-1.37,0
163703,174,212,163,295,228,-8.9,-4.28,-1.49,0
163803,174,209,164,299,227,-8.79,-3.96,-1.73,0
163903,172,210,162,299,227,-8.75,-3.88,-1.61,0
164003,174,211,167,302,227,-8.67,-3.8,-1.45,0
164103,172,212,164,301,228,-9.1,-4,-1.33,0
164203,174,211,167,302,229,-9.41,-4,-1.1,0
164303,176,210,196,332,235,-9.53,-4.67,-0.86,0
164403,180,216,261,406,255,-9.77,-5.77,0.75,3
164503,191,218,297,459,277,-7.49,-5.41,-0.47,3
164603,200,219,319,486,305,-7.26,-6.71,-1.69,3
164703,209,220,322,505,332,-6.9,-4.63,-1.88,3
164803,214,227,328,512,350,-8.04,-4.82,-2.28,3
164903,226,227,323,511,360,-7.81,-4.86,-2.67,3
165003,232,224,323,506,366,-8.28,-4.47,-2.98,3
