millis,Ngon_1,Ngon_2,Ngon_3,Ngon_4,Ngon_5,X,Y,Z,mlabel
63003,217,375,320,459,371,-9.77,-5.02,-2.08,8
63104,249,374,321,457,368,-7.92,-5.45,-2.35,8
63203,288,371,307,456,362,-7.88,-4.86,-1.77,8
63303,247,314,273,405,319,-7.53,-4.79,-1.77,8
63404,202,249,210,337,245,-7.49,-4.51,-1.41,0
63503,203,224,169,312,189,-8.39,-4,-1.53,0
63603,152,209,155,286,215,-8.47,-3.57,-2.04,0
63803,178,203,151,275,196,-9.45,-2.51,-2.12,0
63903,177,201,151,273,196,-9.18,-1.84,-2.08,0
64003,154,201,151,273,191,-9.96,-1.84,-2.08,0
64103,96,201,152,272,193,-9.77,-1.73,-2,0
64203,121,201,151,271,186,-9.26,-1.61,-2.24,0
64303,117,201,151,273,193,-9.06,-2,-1.96,0
64403,137,202,151,272,194,-9.85,-2.16,-1.73,0
64503,152,204,150,274,200,-9.77,-2.47,-1.69,0
64603,153,207,152,276,201,-10.08,-2.98,-1.96,0
64703,190,250,210,342,230,-9.92,-4,-1.84,0
64803,245,339,296,446,329,-8.9,-3.96,-1.18,8
64903,280,391,328,478,357,-9.49,-3.65,-1.65,8
65003,285,392,330,483,374,-8.9,-4.94,-1.77,8
65103,283,387,331,480,375,-7.77,-4.94,-2.59,8
65203,270,381,328,473,378,-4.98,-4.67,-2.63,8
65303,202,378,325,470,376,-6.24,-5.33,-3.02,8
65403,203,375,321,461,360,-7.22,-4.94,-2.63,8
65503,240,341,295,433,344,-6.98,-5.22,-2.86,8
65603,217,275,241,373,278,-7.3,-4.79,-2.35,8
65703,194,227,179,321,248,-8.12,-5.06,-2.04,0
65803,195,219,158,298,219,-8.75,-4.55,-2.39,0
65903,190,209,156,283,223,-8.75,-3.57,-2.51,0
66003,189,205,152,278,209,-8.98,-3.26,-2.2,0
66103,180,204,153,275,203,-10.04,-2.86,-1.73,0
66203,190,202,151,275,200,-9.85,-2.79,-1.57,0
66304,195,202,152,274,204,-9.53,-2.67,-1.29,0
66403,192,202,152,275,204,-9.49,-2.47,-1.33,0
66503,201,203,152,277,207,-10.08,-2.71,-1.77,0
66604,240,257,230,381,262,-9.61,-2.63,-1.69,8
66703,284,341,302,464,336,-9.53,-2.35,-0.98,8
66803,278,394,327,492,367,-9.73,-3.22,-1.96,8
67003,292,395,327,476,374,-8.24,-4.35,-2.47,8
67103,305,391,325,471,372,-7.92,-4.94,-3.06,8
67203,304,387,323,469,372,-2.79,-4.04,0.04,8
67303,308,383,321,468,373,-7.73,-5.26,-2.94,8
67403,327,382,322,459,379,-7.3,-5.37,-2.43,8
67503,308,380,320,459,364,-7.1,-5.1,-2.35,8
67603,305,318,274,417,324,-7.22,-5.14,-1.96,8
67703,289,273,231,365,273,-7.77,-4.67,-2,8
67803,263,236,185,330,252,-9.06,-4.31,-2.12,0
67903,268,221,162,299,237,-8.43,-3.8,-1.69,0
68003,274,209,154,283,225,-9.14,-3.1,-1.8,0
68103,268,206,153,277,211,-9.65,-2.79,-1.96,0
68203,293,203,152,277,207,-9.57,-2.43,-1.84,0
68303,295,203,151,275,209,-9.92,-2.24,-1.49,0
68403,320,202,149,274,206,-9.61,-1.96,-1.53,0
68503,299,201,152,277,194,-9.81,-2.2,-1.77,0
68603,258,213,159,287,216,-10,-2.67,-2.47,0
68703,295,289,257,405,295,-9.49,-2.71,-1.8,8
68803,321,366,314,478,369,-9.22,-2.24,-2.2,8
68903,326,390,328,488,376,-8.63,-3.53,-2.55,8
69003,332,392,329,472,361,-8.94,-4.08,-2.24,8
69103,316,388,327,471,380,-8.28,-3.88,-2.35,8
69203,297,374,324,469,375,-8.55,-4.08,-2.9,8
69303,316,382,323,431,372,-8.87,-5.1,-1.77,8
69403,321,379,322,464,463,-8.87,-4.67,-3.33,8
69504,300,377,318,462,443,-7.14,-4.98,-3.14,8
69603,294,370,318,458,382,-6.35,-4.98,-2.75,8
69703,217,314,269,411,313,-6.94,-5.22,-2,8
69804,185,266,229,361,263,-8,-4.75,-2.67,8
69903,150,230,181,318,235,-7.69,-4.51,-2.71,0
70003,155,211,156,286,212,-8.83,-3.73,-2.12,0
70203,131,204,152,276,200,-10,-2.63,-1.73,0
70303,142,204,152,274,200,-9.53,-2.28,-1.92,0
70403,132,202,152,274,196,-9.73,-1.84,-2.04,0
70503,123,202,151,273,196,-9.41,-1.92,-2.08,0
70603,147,204,152,276,200,-9.57,-2.04,-1.92,0
70703,183,253,216,356,245,-9.81,-2.28,-2,0
70803,240,342,298,459,336,-10.04,-3.1,-1.88,8
70903,287,394,326,489,364,-9.69,-3.57,-2.04,8
71003,281,400,327,484,371,-9.49,-4.04,-1.29,8
71103,284,393,326,475,368,-8.24,-4.28,-2.04,8
71203,282,392,322,472,370,-7.96,-4.79,-2.94,8
71303,282,389,319,470,379,-8.67,-4.9,-2.55,8
71403,278,384,319,467,373,-5.61,-4.98,-3.33,8
71503,274,377,318,470,376,-7.02,-5.3,-2.75,8
71603,273,384,319,461,371,-6.94,-5.3,-2.43,8
71703,263,351,296,443,345,-6,-5.77,-2.55,8
71803,234,287,245,382,272,-5.61,-4.86,-2.04,8
71903,208,242,195,333,249,-8,-4.08,-1.37,0
72003,201,219,164,301,229,-9.89,-3.8,-1.77,0
72103,192,212,157,286,218,-9.92,-2.82,-1.88,0
72203,180,206,153,281,209,-9.77,-2.31,-2.31,0
72303,188,206,153,279,211,-9.18,-1.8,-2.2,0
72403,202,206,153,280,209,-9.38,-1.8,-1.96,0
72503,200,207,154,279,212,-9.26,-1.92,-1.88,0
72603,232,215,164,302,228,-8.83,-2.04,-1.8,0
72704,242,240,202,350,251,-9.73,-2.39,-1.73,0
72803,272,307,268,420,312,-9.85,-2.75,-1.77,8
72903,293,363,308,465,356,-9.61,-2.79,-2,8
73004,299,385,321,475,361,-9.53,-3.02,-2.16,8
73103,306,380,322,480,367,-9.38,-3.69,-2.16,8
73203,309,381,319,476,394,-8.9,-3.92,-2.2,8
73403,322,371,319,471,384,-7.34,-4.86,-2.24,8
73503,336,370,317,468,382,-9.18,-5.22,-2.39,8
73603,336,369,314,458,374,-7.18,-5.06,-2.55,8
73703,343,364,311,461,376,-7.18,-5.02,-2.08,8
73803,332,322,277,423,349,-7.34,-5.41,-1.77,8
73903,299,279,238,380,279,-8,-4.71,-1.49,8
74003,278,235,185,329,263,-8.71,-4.24,-1.69,0
74103,272,215,162,301,235,-8.67,-3.69,-1.96,0
74203,264,209,155,278,214,-9.22,-2.9,-1.92,0
74303,277,205,154,281,207,-9.81,-2.55,-1.88,0
74403,279,205,153,278,207,-10.08,-2.24,-1.96,0
74503,233,204,152,278,206,-9.89,-2.08,-2,0
74603,256,203,154,276,189,-9.57,-2.28,-1.65,0
74703,247,210,165,307,225,-8.98,-2.55,-1.49,0
74803,288,258,229,382,282,-9.3,-2.67,-1.18,8
74903,313,325,288,453,347,-9.89,-2.98,-0.98,8
75003,319,380,316,475,363,-8.75,-3.41,-2.2,8
75103,328,387,322,470,367,-8.47,-4.16,-2.12,8
75203,304,382,321,474,368,-8.2,-4.55,-1.45,8
75303,264,382,319,471,370,-9.26,-4.63,-2.31,8
75403,295,374,318,468,372,-8.08,-4.75,-2.43,8
75503,261,373,317,465,338,-4.08,-4.04,-2.04,8
75603,254,372,314,464,379,-8.08,-5.14,-3.37,8
75703,250,369,314,463,369,-7.3,-4.75,-2.47,8
75803,235,348,296,447,343,-6.71,-4.71,-2.55,8
75904,208,279,240,380,287,-7.53,-4.75,-1.92,8
76003,190,235,183,333,249,-8.63,-4.43,-1.61,0
76103,175,218,161,301,227,-9.57,-3.57,-2,0
76204,166,209,156,285,213,-9.3,-2.86,-2.31,0
76303,200,205,154,279,205,-9.92,-2.31,-1.96,0
76403,203,206,154,278,198,-9.81,-2.2,-1.88,0
76603,189,204,153,279,199,-9.45,-2.16,-1.84,0
76703,150,205,153,279,201,-9.73,-2.08,-1.88,0
76803,173,211,154,281,211,-9.96,-2.51,-1.8,0
76903,202,279,243,380,255,-9.26,-2.43,-2.82,8
77003,209,355,303,462,332,-10.08,-3.14,-2.12,8
77103,212,397,320,480,345,-8.87,-3.73,-2.47,8
77203,249,408,324,475,369,-8.08,-4.16,-2.43,8
77303,270,403,324,465,365,-7.45,-4.28,-2.86,8
77403,265,397,316,468,388,-8.83,-4.43,-3.1,8
77503,277,389,313,454,372,-3.18,-3.8,-0.63,8
77603,271,380,311,453,358,-7.18,-5.1,-2.59,8
77703,285,394,309,455,360,-8.04,-5.1,-2.59,8
77803,282,384,313,456,362,-7.22,-5.06,-2.67,8
77903,261,332,278,420,319,-5.88,-5.3,-2.2,8
78003,224,260,227,349,264,-6.79,-4.9,-2.12,8
78103,217,229,180,323,245,-8.04,-4.9,-1.96,0
78203,210,214,155,295,222,-9.49,-4.67,-1.65,0
78303,194,208,154,282,198,-9.34,-3.8,-1.53,0
78403,181,205,153,278,210,-9.61,-3.14,-1.33,0
78503,181,204,152,277,209,-9.73,-2.82,-1.1,0
